timestamp,asset_id,actual_power,ambient_temp_c,module_temp_c,irradiance_wm2,DC_POWER
2023-10-01 00:00:00,SOLAR-ALPHA-01,0.0,10.0,10.268802319697933,0.0,0.0
2023-10-01 00:15:00,SOLAR-ALPHA-01,0.0,11.868206981915026,11.13247140027098,0.0,0.0
2023-10-01 00:30:00,SOLAR-ALPHA-01,0.0,10.34757949123854,11.420848582625876,0.0,0.0
2023-10-01 00:45:00,SOLAR-ALPHA-01,0.0,12.987239995459229,15.45330220831033,0.0,0.0
2023-10-01 01:00:00,SOLAR-ALPHA-01,0.0,10.0,10.010910587098783,0.0,0.0
2023-10-01 01:15:00,SOLAR-ALPHA-01,0.0,10.0,10.265650235451428,0.0,0.0
2023-10-01 01:30:00,SOLAR-ALPHA-01,0.0,10.0,11.476963395918574,0.0,0.0
2023-10-01 01:45:00,SOLAR-ALPHA-01,0.0,10.600466871127656,12.849633044010254,0.0,0.0
2023-10-01 02:00:00,SOLAR-ALPHA-01,0.0,10.0,9.447208137769561,0.0,0.0
2023-10-01 02:15:00,SOLAR-ALPHA-01,0.0,10.0,9.938779663097352,0.0,0.0
2023-10-01 02:30:00,SOLAR-ALPHA-01,0.0,10.0,9.673339496929236,0.0,0.0
2023-10-01 02:45:00,SOLAR-ALPHA-01,0.0,10.0,10.362435486761287,0.0,0.0
2023-10-01 03:00:00,SOLAR-ALPHA-01,0.0,10.0,10.236057341623003,0.0,0.0
2023-10-01 03:15:00,SOLAR-ALPHA-01,0.0,10.0,8.31959719327475,0.0,0.0
2023-10-01 03:30:00,SOLAR-ALPHA-01,0.0,10.0,11.59539548959526,0.0,0.0
2023-10-01 03:45:00,SOLAR-ALPHA-01,0.0,13.356083461402386,13.348041100159643,0.0,0.0
2023-10-01 04:00:00,SOLAR-ALPHA-01,0.0,10.88771621045863,12.58765183449276,0.0,0.0
2023-10-01 04:15:00,SOLAR-ALPHA-01,0.0,10.0,10.111498116170075,0.0,0.0
2023-10-01 04:30:00,SOLAR-ALPHA-01,0.0,11.389412363833674,10.608154265971855,0.0,0.0
2023-10-01 04:45:00,SOLAR-ALPHA-01,0.0,13.502006217026228,16.370523138823007,0.0,0.0
2023-10-01 05:00:00,SOLAR-ALPHA-01,0.0,10.418883352769338,9.341736727665388,0.0,0.0
2023-10-01 05:15:00,SOLAR-ALPHA-01,0.0,14.163249874346835,15.140292533225702,0.0,0.0
2023-10-01 05:30:00,SOLAR-ALPHA-01,0.0,13.20181273255066,12.895568615066606,0.0,0.0
2023-10-01 05:45:00,SOLAR-ALPHA-01,0.0,13.120869531449339,13.12022092690234,0.0,0.0
2023-10-01 06:00:00,SOLAR-ALPHA-01,0.0,12.804409399138912,13.153663191989015,0.0,0.0
2023-10-01 06:15:00,SOLAR-ALPHA-01,236.91694075438573,17.322761512607606,19.005555523889615,111.44201225320964,248.76278779210503
2023-10-01 06:30:00,SOLAR-ALPHA-01,174.50039356448212,17.904002602621738,18.106745341259984,81.27202568234357,183.22541324270622
2023-10-01 06:45:00,SOLAR-ALPHA-01,456.75527991381966,18.8425104605379,24.37575245146403,234.75114158817325,479.59304390951064
2023-10-01 07:00:00,SOLAR-ALPHA-01,365.7287745357793,19.80769348781549,24.859115058199073,195.0207633971832,384.01521326256824
2023-10-01 07:15:00,SOLAR-ALPHA-01,512.9411105580807,19.196867234312545,25.03962536446552,254.55794517231104,538.5881660859848
2023-10-01 07:30:00,SOLAR-ALPHA-01,543.5972286628531,19.331260665367967,25.304100257832285,272.02707739477404,570.7770900959958
2023-10-01 07:45:00,SOLAR-ALPHA-01,634.763347909007,20.319980057453193,28.574946025939926,320.9609540808169,666.5015153044575
2023-10-01 08:00:00,SOLAR-ALPHA-01,832.5415849782515,22.228013109993427,34.27918774256257,436.36310952022455,874.1686642271642
2023-10-01 08:15:00,SOLAR-ALPHA-01,819.2071994134823,20.854802840848198,31.309506767348903,415.5514104842333,860.1675593841564
2023-10-01 08:30:00,SOLAR-ALPHA-01,917.6857762042819,21.82400083220883,34.423053117188694,482.67141605495266,963.570065014496
2023-10-01 08:45:00,SOLAR-ALPHA-01,1058.7633932956844,21.660513321211116,33.56766586632126,552.2555249150503,1111.7015629604687
2023-10-01 09:00:00,SOLAR-ALPHA-01,885.8906269229228,24.84720115789529,37.16281310461262,472.9614146889694,930.185158269069
2023-10-01 09:15:00,SOLAR-ALPHA-01,1339.498334259147,21.22085430694055,36.92855499598269,701.6236760968192,1406.4732509721043
2023-10-01 09:30:00,SOLAR-ALPHA-01,1243.2539103268532,21.045521985744475,38.18071485317968,656.0733178600599,1305.4166058431958
2023-10-01 09:45:00,SOLAR-ALPHA-01,1157.0845671063632,23.871618291969057,39.01546211006266,605.2609865649629,1214.9387954616814
2023-10-01 10:00:00,SOLAR-ALPHA-01,1157.7654790574013,25.288817858097225,41.58180419142793,619.7369675954697,1215.6537530102714
2023-10-01 10:15:00,SOLAR-ALPHA-01,1406.4454784617064,26.81642583668184,46.226933890968475,777.0776958214219,1476.7677523847917
2023-10-01 10:30:00,SOLAR-ALPHA-01,1352.9918076213405,27.05773744960308,43.57025622004163,727.2900140436751,1420.6413980024076
2023-10-01 10:45:00,SOLAR-ALPHA-01,1441.140848662712,27.04739472615497,48.50485926113786,804.1285186021305,1513.1978910958476
2023-10-01 11:00:00,SOLAR-ALPHA-01,1405.2507416373005,28.156001729332093,46.032045782538496,770.6295723388092,1475.5132787191656
2023-10-01 11:15:00,SOLAR-ALPHA-01,1296.514276048793,29.839586696415658,48.23151341394001,716.5989633622944,1361.3399898512325
2023-10-01 11:30:00,SOLAR-ALPHA-01,1383.0293450158138,24.860247540052413,42.38495620561878,750.2199909690419,1452.1808122666046
2023-10-01 11:45:00,SOLAR-ALPHA-01,1469.0986939801808,25.85806611030227,44.412327444743234,788.9447766930805,1542.5536286791898
2023-10-01 12:00:00,SOLAR-ALPHA-01,1498.8133343289762,30.563412517250512,52.36136655968007,845.8558510785399,1573.7540010454252
2023-10-01 12:15:00,SOLAR-ALPHA-01,1464.7120710177257,25.439579888871787,47.42997901765903,806.3355194028189,1537.947674568612
2023-10-01 12:30:00,SOLAR-ALPHA-01,1508.415711240401,28.463410137133756,48.49947114948275,839.3546240276968,1583.836496802421
2023-10-01 12:45:00,SOLAR-ALPHA-01,1483.461742478208,30.444344038397357,51.19237092659451,824.2860685952382,1557.6348296021183
2023-10-01 13:00:00,SOLAR-ALPHA-01,1428.5190839925745,27.525584366805106,46.22955696837751,788.0454844040232,1499.9450381922031
2023-10-01 13:15:00,SOLAR-ALPHA-01,1351.618198568697,28.139194189858447,45.00520909333342,733.9124793468117,1419.1991084971319
2023-10-01 13:30:00,SOLAR-ALPHA-01,1362.7197559311255,33.10833022815271,53.543713459981504,774.9024990207641,1430.8557437276818
2023-10-01 13:45:00,SOLAR-ALPHA-01,1319.1913500989958,32.78405834405736,52.00166768524822,751.0091524759877,1385.1509176039456
2023-10-01 14:00:00,SOLAR-ALPHA-01,1260.4408333062638,27.262976698797733,44.2618896196167,696.4603010824969,1323.462874971577
2023-10-01 14:15:00,SOLAR-ALPHA-01,982.0586666614096,27.761828850051362,41.52155379544376,521.3464162425014,1031.1615999944802
2023-10-01 14:30:00,SOLAR-ALPHA-01,1194.0593833866544,29.150180492461264,44.61746435218993,655.2346180539743,1253.7623525559873
2023-10-01 14:45:00,SOLAR-ALPHA-01,1088.4081564251114,31.219221459476934,45.66795827938079,600.2893982220224,1142.828564246367
2023-10-01 15:00:00,SOLAR-ALPHA-01,1011.9259131607338,27.622995092671832,41.430884728862885,547.7500571993697,1062.5222088187704
2023-10-01 15:15:00,SOLAR-ALPHA-01,1021.3886759881123,28.607054834651123,41.55199521429079,549.448659643287,1072.458109787518
2023-10-01 15:30:00,SOLAR-ALPHA-01,923.0966898106318,28.59789951770518,40.252216465996895,491.62874574648106,969.2515243011634
2023-10-01 15:45:00,SOLAR-ALPHA-01,830.6963958395054,28.32930226233871,39.203427202144034,435.2791579769437,872.2312156314807
2023-10-01 16:00:00,SOLAR-ALPHA-01,1024.3154705927482,27.678084571986005,42.79038124143759,543.1073540634961,1075.5312441223857
2023-10-01 16:15:00,SOLAR-ALPHA-01,701.3135004602949,28.20160337051946,38.42957814495473,371.22286507619884,736.3791754833097
2023-10-01 16:30:00,SOLAR-ALPHA-01,462.3114418990712,29.864418478329018,36.898365446265736,239.26901336408721,485.4270139940248
2023-10-01 16:45:00,SOLAR-ALPHA-01,316.4003139688019,30.04573984335589,33.136109289517556,159.91317574987409,332.220329667242
2023-10-01 17:00:00,SOLAR-ALPHA-01,465.8769071157594,27.201890847552043,31.995165212593943,239.85345115743024,489.1707524715474
2023-10-01 17:15:00,SOLAR-ALPHA-01,238.0710144769787,21.082506471309507,25.890627396883264,110.41683263475707,249.97456520082764
2023-10-01 17:30:00,SOLAR-ALPHA-01,255.84418157676404,24.60575418966197,27.899988917047413,128.8035445752726,268.63639065560227
2023-10-01 17:45:00,SOLAR-ALPHA-01,122.44759567942691,26.88795509935285,28.64682520851372,70.93000542603912,128.56997546339826
2023-10-01 18:00:00,SOLAR-ALPHA-01,0.0,24.795322648588844,23.001343316424105,0.0,0.0
2023-10-01 18:15:00,SOLAR-ALPHA-01,0.0,23.026486913682024,22.820880175350805,0.0,0.0
2023-10-01 18:30:00,SOLAR-ALPHA-01,0.0,25.93609623217437,25.682490372383516,0.0,0.0
2023-10-01 18:45:00,SOLAR-ALPHA-01,0.0,24.80633190140334,23.908385641306467,0.0,0.0
2023-10-01 19:00:00,SOLAR-ALPHA-01,0.0,22.358520450767045,22.24954318402448,0.0,0.0
2023-10-01 19:15:00,SOLAR-ALPHA-01,0.0,20.7540735419207,20.343605454580928,0.0,0.0
2023-10-01 19:30:00,SOLAR-ALPHA-01,0.0,19.763481711768495,18.44978731548593,0.0,0.0
2023-10-01 19:45:00,SOLAR-ALPHA-01,0.0,20.497829996532417,21.192737352342917,0.0,0.0
2023-10-01 20:00:00,SOLAR-ALPHA-01,0.0,19.027624016103974,19.73086690259951,0.0,0.0
2023-10-01 20:15:00,SOLAR-ALPHA-01,0.0,22.939941099974845,22.013987715776995,0.0,0.0
2023-10-01 20:30:00,SOLAR-ALPHA-01,0.0,15.35652338665825,16.51700956932104,0.0,0.0
2023-10-01 20:45:00,SOLAR-ALPHA-01,0.0,18.732485640818435,20.332999539683208,0.0,0.0
2023-10-01 21:00:00,SOLAR-ALPHA-01,0.0,14.540911616470087,13.903017034897694,0.0,0.0
2023-10-01 21:15:00,SOLAR-ALPHA-01,0.0,15.56757193615618,15.978195856627156,0.0,0.0
2023-10-01 21:30:00,SOLAR-ALPHA-01,0.0,18.629251358565,18.054087475476617,0.0,0.0
2023-10-01 21:45:00,SOLAR-ALPHA-01,0.0,13.505351031865178,15.762834361918403,0.0,0.0
2023-10-01 22:00:00,SOLAR-ALPHA-01,0.0,16.99710960104218,16.31505784529783,0.0,0.0
2023-10-01 22:15:00,SOLAR-ALPHA-01,0.0,10.83321775068926,10.351962261682726,0.0,0.0
2023-10-01 22:30:00,SOLAR-ALPHA-01,0.0,12.150840105166852,10.82967977724198,0.0,0.0
2023-10-01 22:45:00,SOLAR-ALPHA-01,0.0,15.35051067317736,17.865589218921848,0.0,0.0
2023-10-01 23:00:00,SOLAR-ALPHA-01,0.0,11.544169292987815,10.955978552552393,0.0,0.0
2023-10-01 23:15:00,SOLAR-ALPHA-01,0.0,14.082896372587674,12.74724478521297,0.0,0.0
2023-10-01 23:30:00,SOLAR-ALPHA-01,0.0,15.522509157986065,14.39423713756616,0.0,0.0
2023-10-01 23:45:00,SOLAR-ALPHA-01,0.0,10.0,9.039808415295498,0.0,0.0
2023-10-02 00:00:00,SOLAR-ALPHA-01,0.0,10.0,9.691775258218325,0.0,0.0
2023-10-02 00:15:00,SOLAR-ALPHA-01,0.0,12.606282812384926,12.4536419130996,0.0,0.0
2023-10-02 00:30:00,SOLAR-ALPHA-01,0.0,11.741558988854855,10.972841525264814,0.0,0.0
2023-10-02 00:45:00,SOLAR-ALPHA-01,0.0,10.0,9.997235342324192,0.0,0.0
2023-10-02 01:00:00,SOLAR-ALPHA-01,0.0,10.0,8.270986992245554,0.0,0.0
2023-10-02 01:15:00,SOLAR-ALPHA-01,0.0,13.967485723439811,13.76145205388634,0.0,0.0
2023-10-02 01:30:00,SOLAR-ALPHA-01,0.0,13.046760956469976,13.852700324820791,0.0,0.0
2023-10-02 01:45:00,SOLAR-ALPHA-01,0.0,10.0,9.034548658296162,0.0,0.0
2023-10-02 02:00:00,SOLAR-ALPHA-01,0.0,10.973062390255308,12.012826415931547,0.0,0.0
2023-10-02 02:15:00,SOLAR-ALPHA-01,0.0,10.0,8.28776924141883,0.0,0.0
2023-10-02 02:30:00,SOLAR-ALPHA-01,0.0,12.189065492454874,11.805846308271796,0.0,0.0
2023-10-02 02:45:00,SOLAR-ALPHA-01,0.0,10.487008774128764,9.707278933446615,0.0,0.0
2023-10-02 03:00:00,SOLAR-ALPHA-01,0.0,11.655528913925213,11.813579566546471,0.0,0.0
2023-10-02 03:15:00,SOLAR-ALPHA-01,0.0,13.443851836195618,14.61103115172989,0.0,0.0
2023-10-02 03:30:00,SOLAR-ALPHA-01,0.0,10.0,10.49346670504773,0.0,0.0
2023-10-02 03:45:00,SOLAR-ALPHA-01,0.0,10.608780896837496,10.120210127582585,0.0,0.0
2023-10-02 04:00:00,SOLAR-ALPHA-01,0.0,14.469568816866506,13.6318735123862,0.0,0.0
2023-10-02 04:15:00,SOLAR-ALPHA-01,0.0,11.404447995216124,12.682745547522641,0.0,0.0
2023-10-02 04:30:00,SOLAR-ALPHA-01,0.0,12.830425735893472,11.881714125834215,0.0,0.0
2023-10-02 04:45:00,SOLAR-ALPHA-01,0.0,12.463923058429593,13.027214381407829,0.0,0.0
2023-10-02 05:00:00,SOLAR-ALPHA-01,0.0,12.022032276144815,11.11918357218772,0.0,0.0
2023-10-02 05:15:00,SOLAR-ALPHA-01,0.0,10.847291754152868,9.322930646935589,0.0,0.0
